"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_e_b ', 'Regiao onde mora')","('P1_h ', 'Nivel de Ensino')","('P2_f ', 'Cargo Atual')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_q ', 'Atualmente qual a sua forma de trabalho?')","('P2_r ', 'Qual a forma de trabalho ideal para você?')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_o_a ', 'Remuneração/Salário')","('P2_o_b ', 'Benefícios')","('P2_o_c ', 'Propósito do trabalho e da empresa')","('P2_o_d ', 'Flexibilidade de trabalho remoto')","('P2_o_e ', 'Ambiente e clima de trabalho')","('P2_o_f ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_g ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_h ', 'Maturidade da empresa em termos de tecnologia e dados')"
rqn008cbth5i9h3frq32mjrqhj7sptmt,37.0,Masculino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
rqf80ytsrctxnc3l7rqf80iunb4bdwwt,25.0,Feminino,Sudeste,Pós-graduação,Engenheiro de Dados/Data Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
rq7u797g0kv9r208r22rq7u79aezfcuq,36.0,Masculino,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
rj4daj9cxkeazeycr7rj4dd07fo071gs,51.0,Masculino,Sul,Pós-graduação,Analista de Dados/Data Analyst,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Servidor Público,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
rpdnp4vhxaaoq5x5g2carpdnpcpp00gc,28.0,Masculino,Sul,Mestrado,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
yb23e3ecy6zha1z65wyv4wyb23e3eb87,24.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rnivu76wdl92ri9n2ppf3aernivu761z,25.0,Masculino,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
xhfy47v1k13kfqvzayxhfy47mjebbupl,30.0,Masculino,Sul,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rmh01rudbdvpeo4qli7rrmh01r2mj2ln,26.0,Masculino,Sudeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
rlvjpjnc5vjye87adrlvj6fqqpap34m2,49.0,Masculino,Sudeste,Pós-graduação,Professor,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
rlro7h7gmo3c8mft6rlro7hdw5teyica,20.0,Masculino,Sul,Graduação/Bacharelado,Desenvolvedor ou Engenheiro de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
wt17x7liqsy3tuwb31wt17xhvgvq3269,45.0,Masculino,Sudeste,Graduação/Bacharelado,Outro,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rkblknted0i5kulofmrkblkny8kt9gsy,34.0,Masculino,Sudeste,Pós-graduação,Técnico,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Servidor Público,"Propósito do trabalho e da empresa, Benefícios, Remuneração/Salário",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
rk9elyuq4grc2c1srcrk9elwwj785asq,27.0,Masculino,Sudeste,Pós-graduação,Engenheiro de Dados/Data Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
rjqhwi3nsqv92va5gva9arjqhwitytqu,34.0,Masculino,Sul,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
qel5nd8e9oii4s3qcs2o2yqqel5nd8e9,51.0,Masculino,Sudeste,Estudante de Graduação,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Ambiente e clima de trabalho, Qualidade dos gestores e líderes",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wjkwtgqtll4krrt5qzmwjkwtglgm03og,22.0,Masculino,Sudeste,Estudante de Graduação,Engenheiro de Dados/Data Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rixw3dj5ov7qom0rdyh2d1rixw5ada82,28.0,Masculino,Centro-oeste,Pós-graduação,Engenheiro de Machine Learning/ML Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
cmk36wwu3om0uq4k7ao6cmkzkeqayusb,20.0,Masculino,Nordeste,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
w1qgvx3ztmt3bt9ja7ie4w1qgvxqw177,35.0,Masculino,Nordeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Servidor Público,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56zl5qrfj9srfw3w9r56zl517drcpx58,50.0,Masculino,Centro-oeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rhlesioxn9nenvicmrhl2aemth7ha7zv,28.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
rhkg8azhk4h99ubpp4cn2rhkg8a5k7ha,24.0,Masculino,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
rhixqltf4gqwtl7ab4wrhic5q7z7oscu,28.0,Masculino,Sudeste,Pós-graduação,Outras Engenharias (não inclui dev),Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Propósito do trabalho e da empresa",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
tsbqg6e32s382f45ts52ltgdlk2riupv,41.0,Masculino,Centro-oeste,Mestrado,Estatístico,Sênior,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rgrdy8xpuerpsige4p0trgrdy8wgp94x,33.0,Masculino,Centro-oeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
rfzxgaqgje0nyh6zonib9qtrfzxgaq9l,24.0,Feminino,Sudeste,Estudante de Graduação,Engenheiro de Dados/Data Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Estagiário,"Propósito do trabalho e da empresa, Benefícios, Flexibilidade de trabalho remoto",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
rf5of32hgnkm9afjac7prf5of3v5jmle,31.0,Masculino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
re3u7sochu4pqre3ugwyjypdkfpg59qq,22.0,Masculino,Sudeste,Graduação/Bacharelado,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tee755wwti9i83osdfs8itee755ww4pu,21.0,Masculino,Sudeste,Estudante de Graduação,Outras Engenharias (não inclui dev),Júnior,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sjzhex2jv10khwaikvt46sjzhriavxwl,30.0,Outro,Nordeste,Graduação/Bacharelado,Outras Engenharias (não inclui dev),Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,Prefiro não informar,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rc8xqu925en5ls9rc8xqhl228ownfeue,25.0,Feminino,Centro-oeste,Pós-graduação,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
rc8a6p8zhm4pbsrmg300qer3vtsygb5f,25.0,Masculino,Sudeste,Estudante de Graduação,Analista de BI/BI Analyst/Analytics Engineer,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Estagiário,"Flexibilidade de trabalho remoto, Remuneração/Salário, Benefícios",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
rhp5gohd9llo2dtjwcsfe5pzrhp5gohd,21.0,Feminino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rc04gnnnp2xh26qgjnrc04ga61syj8zp,28.0,Masculino,Sudeste,Pós-graduação,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
rb9sjzym24ccvnrb9shyaiipacwu12t4,45.0,Masculino,Sul,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
r9e338yiacz5sb6vzlr9e338yuh8w69v,35.0,Feminino,Nordeste,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Servidor Público,"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
r98noutasbxor98nouhpk6pn82xqguhp,33.0,Masculino,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
r92gvtaw7c3ehccpg8aggr92gvtq4m2z,23.0,Masculino,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qypjd3cha6t7ujxhe3zqypjd3w1m4ilh,29.0,Masculino,Centro-oeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
r7jirlihhuuc7d0vjr7jirfz1gnh3fng,37.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa, Qualidade dos gestores e líderes",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
r6s8081hhy6nahlft75lr6s808glmtp0,44.0,Feminino,Sudeste,Mestrado,Estatístico,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
r677bwulsrmtyod3gw81r677bt7elcka,44.0,Masculino,Sudeste,Pós-graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
r5y28qbvzflh0fyorfr5y28smsvq56ko,26.0,Feminino,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
qqb6dzpvzcqxfeh1i7bqqb28gk5ya00v,31.0,Masculino,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qmhvx2zw3oga6wqiqmh4lfbp2h48boa1,32.0,Feminino,Sudeste,Graduação/Bacharelado,Outro,Pleno,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
r5clr0wqaki0vkiva2lndr5clr0wqkrb,23.0,Masculino,Centro-oeste,Estudante de Graduação,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Qualidade dos gestores e líderes, Benefícios",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
r50rhfqggij69ir50rheobay6su4sdmx,21.0,Masculino,Sudeste,Estudante de Graduação,Engenheiro de Dados/Data Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
r4x27xqph4v9pmik64r4x27xmpfy8b5d,28.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
qcozc7hvvji2gkpgg2qcozqpbb897res,35.0,Masculino,Centro-oeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Servidor Público,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
r2u89rkjq3gbsq7j4r2u1j3zz3dguezs,26.0,Masculino,Centro-oeste,Graduação/Bacharelado,Outro,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
r2rhuvbiitvxjgiver2rhu6pofhgab2d,48.0,Masculino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
r24fpkbfu3mwx3amxr24fn93gv57d98a,37.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
r0cutuhqnixiz1r0cutz7uecwk2x2arz,28.0,Feminino,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Servidor Público,"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
p0nwosgwgxoohu9p0nwwazbqnat06zzd,33.0,Masculino,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qyjfimfuyx9vbfcp3k8qyjfimz07mfrm,22.0,Masculino,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
osxg2xoepyfosxjytwtuiv5k43lz4sx3,25.0,Masculino,Nordeste,Mestrado,Outro,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
